Category,Title,Total Time,All Ingredients,Ingredient Groups,Instructions,Nutrition,Cuisine,Yields,Image,Ratings,Description,Status
Breakfast,Lemon Blueberry Cornbread Muffins,20,"3/4 cup milk, 1 tablespoons lemon juice, 1 (6-ounce) package buttermilk cornbread mix, 1 tablespoon sugar (stevia or honey), 1/2 cup blueberries (fresh or dried), lemon zest","IngredientGroup(ingredients=['3/4 cup milk', '1 tablespoons lemon juice', '1 (6-ounce) package buttermilk cornbread mix', '1 tablespoon sugar (stevia or honey)', '1/2 cup blueberries (fresh or dried)', 'lemon zest'], purpose=None)","Preheat oven to 425º F. Spray muffins tins with non-stick cooking spray. Set aside.
Pour milk into measuring cup. Add lemon juice to milk and allow to sit while preparing other ingredients.
Pour buttermilk cornbread mix into medium bowl. Add sugar, blueberries, and lemon zest. Slowly pour milk mixture into bowl with dry cornbread mixture and stir slowly and gently until well combined.
Fill muffin tins 3/4 full and bake for 15 minutes or until golden brown and cooked through.
Allow to cool slightly before removing from muffin tin. Serve warm.","{'calories': '142 kcal', 'carbohydrateContent': '25 g', 'proteinContent': '3 g', 'fatContent': '3 g', 'saturatedFatContent': '1 g', 'cholesterolContent': '3 mg', 'sodiumContent': '372 mg', 'fiberContent': '1 g', 'sugarContent': '7 g', 'unsaturatedFatContent': '2 g', 'servingSize': '1 serving'}",American,6 servings,https://addapinch.com/wp-content/uploads/2013/04/lemon-blueberry-cornbread-muffins-DSC_2646-2.jpg,4.5,Lemon Blueberry Cornbread Muffins have just the perfect amount of sweetness for an easy and delicious breakfast.,Complete
"Breakfast,Dessert",Coconut Pecan Banana Bread Recipe,40,"4 overripe bananas, 2 cups sugar, 1/2 cup butter (softened), 2 cups self-rising flour, 2 eggs, 1 cup coconut flake, 1 cup chopped pecans, 1 teaspoon vanilla extract","IngredientGroup(ingredients=['4 overripe bananas', '2 cups sugar', '1/2 cup butter (softened)', '2 cups self-rising flour', '2 eggs', '1 cup coconut flake', '1 cup chopped pecans', '1 teaspoon vanilla extract'], purpose=None)","Preheat oven to 350º F and spray muffin tin with baking spray to prevent muffins from sticking.
Mix bananas and sugar with electric mixer until well-blended.
Add butter and mix until creamy. Add flour, eggs, coconut, pecans, and vanilla and mix until smooth.
Fill each tin ½ full.
Bake at 350 degrees for approximately 30 minutes.","{'calories': '414 kcal', 'carbohydrateContent': '62 g', 'proteinContent': '5 g', 'fatContent': '17 g', 'saturatedFatContent': '8 g', 'transFatContent': '1 g', 'cholesterolContent': '48 mg', 'sodiumContent': '99 mg', 'fiberContent': '3 g', 'sugarContent': '41 g', 'unsaturatedFatContent': '9 g', 'servingSize': '1 serving'}",American,12 servings,https://addapinch.com/wp-content/uploads/2013/03/coconut-pecan-banana-bread-DSC_2243-3.jpg,5.0,"This banana bread recipe is perfect for making quick individual banana bread muffins. Full of coconut, bits of pecans and total deliciousness!",Complete
Bread,Cheddar Jalapeno Cornbread Muffins Recipe,20,"1 cup cornmeal, 1 1/2 cups self-rising flour, 1 cup cheddar cheese (grated), 1 medium jalapeno pepper (deseeded and diced finely), 1 cup buttermilk, 3 tablespoons honey, 1/2 cup butter (melted), 2 large eggs","IngredientGroup(ingredients=['1 cup cornmeal', '1 1/2 cups self-rising flour', '1 cup cheddar cheese (grated)', '1 medium jalapeno pepper (deseeded and diced finely)', '1 cup buttermilk', '3 tablespoons honey', '1/2 cup butter (melted)', '2 large eggs'], purpose=None)","Prep. Preheat oven to 425º F. Line muffin pan with paper liners, spray with baking spray or lightly grease with vegetable oil. Set aside.
Whisk together wet ingredients.Add the buttermilk, honey, butter and eggs to a 2-cup measuring cup or another mixing bowl. Whisk together until the egg is well combined.
Combine and Bake. Stir the wet ingredients into the dry ingredients. Spoon the cornbread muffin mixture evenly into the prepared muffin pan, until each liner is filled 3/4. Bake until the cornbread muffins have risen and the center springs to the touch, about 15 – 20.
Serve. Allow the muffins to cool in the pan for a few moments and then run a knife around the edge of the muffin to release them from the pan, if needed. Serve warm.","{'calories': '238 kcal', 'carbohydrateContent': '22 g', 'proteinContent': '7 g', 'fatContent': '13 g', 'saturatedFatContent': '8 g', 'transFatContent': '1 g', 'cholesterolContent': '63 mg', 'sodiumContent': '160 mg', 'fiberContent': '2 g', 'sugarContent': '1 g', 'unsaturatedFatContent': '5 g', 'servingSize': '1 serving'}",American,12 servings,https://addapinch.com/wp-content/uploads/2012/10/Cheddar-Jalapeno-Cornbread-Muffins-DSC_0733-4.jpg,5.0,"Cheddar Jalapeno Cornbread Muffins come together quickly and go perfectly with soups, stews, and salads!",Complete
Breakfast,Salted Caramel Banana Nut Muffins Recipe,30,"2 cups all-purpose flour, 1 teaspoon baking powder, 1/4 teaspoon baking soda, 1/4 teaspoon kosher salt, 3 overripe bananas, 1 cup sugar, 2 eggs, 1/2 cup melted butter, 1 teaspoon vanilla extract, 1 cup walnuts, 5 ounces caramel candies (unwrapped), 1 tablespoon heavy cream, sprinkle fine sea salt","IngredientGroup(ingredients=['2 cups all-purpose flour', '1 teaspoon baking powder', '1/4 teaspoon baking soda', '1/4 teaspoon kosher salt', '3 overripe bananas', '1 cup sugar', '2 eggs', '1/2 cup melted butter', '1 teaspoon vanilla extract', '1 cup walnuts'], purpose=None), IngredientGroup(ingredients=['5 ounces caramel candies (unwrapped)', '1 tablespoon heavy cream', 'sprinkle fine sea salt'], purpose='For the salted caramel')","Preheat oven to 350 degrees Fahrenheit. Prepare 12-cup muffin tins with nonstick baking spray or lightly coat with softened butter.
Sift together dry ingredients of flour, baking powder, baking soda, and salt into a large bowl. Set aside.
Cream together bananas and sugar until smooth, about 3 minutes. Add eggs one at a time until creamy. Then, add melted butter and incorporate completely. Add vanilla.
Slowly add in dry ingredients just until combined. Stir in walnuts. Be careful not to over mix.
Fill each muffin tin three-fourths full. With the back of a spoon, make a small indention into the center of the batter.
Prepare salted caramel by adding caramels and heavy cream to microwave safe bowl. Microwave for about 1 minute at 60%, until caramels just begin to melt. Stir until smooth. Sprinkle in sea salt and stir to combine.
Spoon one teaspoon of salted caramel into the indention of the muffin batter.
Bake for 20-25 minutes. Remove from oven and allow to cool for about 3 minutes before removing from muffin tins. Allow to cool further to prevent any issues with the hot melted caramel.","{'calories': '333 kcal', 'carbohydrateContent': '48 g', 'proteinContent': '5 g', 'fatContent': '15 g', 'saturatedFatContent': '6 g', 'transFatContent': '1 g', 'cholesterolContent': '49 mg', 'sodiumContent': '180 mg', 'fiberContent': '2 g', 'sugarContent': '27 g', 'unsaturatedFatContent': '8 g', 'servingSize': '1 serving'}",American,12 servings,https://addapinch.com/wp-content/uploads/2012/04/Salted-Caramel-Banana-Nut-Muffin-7176-2.jpg,5.0,Salted Caramel Banana Nut Muffins take banana muffins to another world!,Complete
Breakfast,Perfect Buttermilk Pancake Recipe,16,"2 cups all-purpose flour, 3 tablespoons granulated sugar, 1 1/2 teaspoons baking powder, 1 1/2 teaspoon baking soda, 1 teaspoon kosher salt, 2 1/2 cups buttermilk, 2 large eggs, 1 1/2 teaspoons vanilla extract, 1/4 cup melted butter, butter for griddle or skillet","IngredientGroup(ingredients=['2 cups all-purpose flour', '3 tablespoons granulated sugar', '1 1/2 teaspoons baking powder', '1 1/2 teaspoon baking soda', '1 teaspoon kosher salt', '2 1/2 cups buttermilk', '2 large eggs', '1 1/2 teaspoons vanilla extract', '1/4 cup melted butter', 'butter for griddle or skillet'], purpose=None)","Whisk dry ingredients together. Whisk together flour, sugar, baking powder, baking soda, and salt in a medium bowl.
Whisk wet ingredients together. Whisk together buttermilk, eggs, vanilla extract, and melted butter or cooking oil in a 2-cup measuring cup.
Combine. Pour buttermilk mixture slowly into the flour mixture, stirring to combine as you pour. Allow to rest for at least 5 minutes to thicken for the fluffiest pancakes.
Cook. Heat griddle or skillet over medium-low heat. Add butter to griddle or skillet to make sure well coated. Scoop pancake batter onto prepared griddle or skillet by about 1/3 cup. Allow to cook until the edges of the pancake have lost their sheen and bubbles have formed in the center of the top of the pancake, about 2-3 minutes. Flip the pancake and allow to cook about 2-3 minutes on the other side.
Serve. Remove from griddle or skillet and serve warm or place on a rimmed sheet pan in a 200º F oven to keep warm for serving.","{'calories': '494 kcal', 'carbohydrateContent': '65 g', 'proteinContent': '15 g', 'fatContent': '19 g', 'saturatedFatContent': '11 g', 'cholesterolContent': '140 mg', 'sodiumContent': '1289 mg', 'fiberContent': '2 g', 'sugarContent': '17 g', 'transFatContent': '1 g', 'unsaturatedFatContent': '6 g', 'servingSize': '1 serving'}",American,4 servings,https://addapinch.com/wp-content/uploads/2021/06/Add-a-Pinch_Pancake-Recipe_11.jpg,5.0,"Make these classic Buttermilk Pancakes from scratch in minutes - even if you're out of buttermilk! Fluffy, buttery, delicious, and perfect pancakes with this easy recipe!",Complete
Breakfast,Buttermilk Waffle and Pancake Mix Recipe + Printable,5,"3 1/2 cups all-purpose flour, 4 teaspoons baking powder, 2 teaspoons baking soda, 1 teaspoon kosher salt, 1/4 cup granulated sugar","IngredientGroup(ingredients=['3 1/2 cups all-purpose flour', '4 teaspoons baking powder', '2 teaspoons baking soda', '1 teaspoon kosher salt', '1/4 cup granulated sugar'], purpose=None)","Whisk together all ingredients in a large bowl. Pour into a quart Mason jar or similar sized airtight container through a funnel or paper cone. Tighten top onto Mason jar for a tight seal.
Affix printable gift label with cooking instructions.","{'servingSize': '1 cup of mix', 'carbohydrateContent': '98 g', 'proteinContent': '11 g', 'fatContent': '1 g', 'saturatedFatContent': '0.2 g', 'sodiumContent': '1134 mg', 'fiberContent': '3 g', 'sugarContent': '13 g', 'calories': '450 kcal', 'unsaturatedFatContent': '0.6 g'}",American,4 servings,https://addapinch.com/wp-content/uploads/2012/12/waffle-pancake-mix-DSC_1233-2.jpg,5.0,Buttermilk Waffle and Pancake Mix is a wonderful staple to have on hand as well as to give throughout the year.,Complete
Breakfast,Dutch Baby Recipe,22,"3 tablespoons butter, 3 large eggs, 1 cup half and half (or heavy cream or whole milk), 1 teaspoon vanilla extract, 1/2 cup all-purpose flour, 1/4 teaspoon kosher salt, 3 tablespoons granulated sugar, confectioners' sugar, fresh berries, sauteed apples, maple syrup","IngredientGroup(ingredients=['3 tablespoons butter', '3 large eggs', '1 cup half and half (or heavy cream or whole milk)', '1 teaspoon vanilla extract', '1/2 cup all-purpose flour', '1/4 teaspoon kosher salt', '3 tablespoons granulated sugar'], purpose=None), IngredientGroup(ingredients=[""confectioners' sugar"", 'fresh berries', 'sauteed apples', 'maple syrup'], purpose='Optional toppings')","Preheat oven to 425º F. Add butter to medium skillet and place into oven as it preheats to melt the butter.
While butter is melting, add eggs, half and half, vanilla, flour, salt, and sugar to a blender. Blend on high speed until the batter thickens and bubbles begin to form at the top of the batter.
Pour batter into the melted butter in the skillet. Place into the preheated oven and bake for 18-20 minutes, until it has puffed up on the sides and they have begun to turn golden brown.
Remove from the oven and serve quickly with any of the optional toppings as it deflates quickly.","{'calories': '296 kcal', 'carbohydrateContent': '24 g', 'proteinContent': '8 g', 'fatContent': '19 g', 'saturatedFatContent': '11 g', 'transFatContent': '1 g', 'cholesterolContent': '168 mg', 'sodiumContent': '292 mg', 'fiberContent': '1 g', 'sugarContent': '9 g', 'unsaturatedFatContent': '6 g', 'servingSize': '1 serving'}",American,4 servings,https://addapinch.com/wp-content/uploads/2015/01/dutch-baby-recipe-DSC_0871-2.jpg,5.0,"A Dutch Baby, sometimes called a German pancake, is a sweet popover recipe served as a pancake. The Dutch Baby makes a simple recipe the whole family loves.",Complete
Breakfast,Roasted Strawberry Pancakes Recipe,25,"12 strawberries (cleaned and hulled and cut in half lengthwise), 1 perfect buttermilk pancake recipe","IngredientGroup(ingredients=['12 strawberries (cleaned and hulled and cut in half lengthwise)'], purpose='Roasted Strawberries'), IngredientGroup(ingredients=['1 perfect buttermilk pancake recipe'], purpose='Pancakes')","Roasted Strawberries
Preheat oven to 400º F. Line a small baking sheet pan with parchment paper and place strawberries on the sheet pan. Bake for 10-12 minutes, taking care not to over cook.
Pancakes
Make pancake batter according to directions. Stir in roasted strawberries and cook according to directions. Serve immediately.","{'calories': '253 kcal', 'carbohydrateContent': '33 g', 'proteinContent': '8 g', 'fatContent': '10 g', 'saturatedFatContent': '6 g', 'cholesterolContent': '70 mg', 'sodiumContent': '645 mg', 'fiberContent': '3 g', 'sugarContent': '9 g', 'unsaturatedFatContent': '4 g', 'servingSize': '1 serving'}",American,8 servings,https://addapinch.com/wp-content/uploads/2014/04/roasted-strawberry-pancakes-recipe-DSC_3398-2.jpg,5.0,"This roasted strawberry pancakes recipe will make a favorite addition to your list of pancake recipes you love! Made with roasted fresh strawberries and buttermilk pancakes, it is as beautiful as delicious!",Complete
Breakfast,Lemon Poppy Seed Pancakes Recipe,30,"2 cups self-rising flour, 3 tablespoons sugar, ½ teaspoon kosher salt, 2 cups whole milk, 2 tablespoons lemon juice, 2 eggs, 3 tablespoons butter (melted + butter for griddle and serving), lemon zest, 1 tablespoon poppy seeds","IngredientGroup(ingredients=['2 cups self-rising flour', '3 tablespoons sugar', '½ teaspoon kosher salt', '2 cups whole milk', '2 tablespoons lemon juice', '2 eggs', '3 tablespoons butter (melted + butter for griddle and serving)', 'lemon zest', '1 tablespoon poppy seeds'], purpose=None)","Combine dry ingredients and gently whisk through to mix.
Add lemon juice to whole milk and let stand for about five minutes to create a buttermilk substitute.
Add eggs and melted butter to milk mixture and whisk to combine.
Combine wet ingredients into the dry ingredients. Do not over mix. Add in poppy seeds and lemon zest and gently stir to combine.
Heat griddle over medium heat. Prepare griddle with butter. Drop ¼ cup scoops of batter onto griddle. Cook about 2 minutes, until pancake has cooked on the bottom and set on top. Flip once.
Top with a touch of butter while still piping hot.
Serve hot with your favorite maple or pancake syrup","{'calories': '228 kcal', 'carbohydrateContent': '31 g', 'proteinContent': '7 g', 'fatContent': '8 g', 'saturatedFatContent': '4 g', 'transFatContent': '1 g', 'cholesterolContent': '58 mg', 'sodiumContent': '226 mg', 'fiberContent': '1 g', 'sugarContent': '8 g', 'unsaturatedFatContent': '3 g', 'servingSize': '1 serving'}",American,8 servings,https://addapinch.com/wp-content/uploads/2014/02/lemon-poppyseed-pancakes-recipe-DSC_2334-2.jpg,5.0,"Lemon Poppy Seed Pancakes make a delicious start to any morning. Filled with bright citrus, these lemon poppy seed pancakes are sure to become a favorite!",Complete
Breakfast,Lemon Blueberry Pancakes Recipe,30,"2 cups self-rising flour, 3 tablespoons sugar, 1/2 teaspoon kosher salt, 2 cups whole milk, 2 tablespoons lemon juice, 2 eggs, 3 tablespoons butter (melted + butter for griddle and serving), 1 cup fresh blueberries, lemon zest","IngredientGroup(ingredients=['2 cups self-rising flour', '3 tablespoons sugar', '1/2 teaspoon kosher salt', '2 cups whole milk', '2 tablespoons lemon juice', '2 eggs', '3 tablespoons butter (melted + butter for griddle and serving)', '1 cup fresh blueberries', 'lemon zest'], purpose=None)","Combine dry ingredients and gently whisk through to mix.
Add lemon juice to whole milk and let stand for about five minutes to create a buttermilk substitute.
Add eggs and melted butter to milk mixture and whisk to combine.
Combine wet ingredients into the dry ingredients. Do not over mix. Add in blueberries and lemon zest and gently stir to combine.
Heat griddle over medium heat. Prepare griddle with butter. Drop 1/4 cup scoops of batter onto griddle. Cook about 2 minutes, until pancake has cooked on the bottom and set on top. Flip the pancake and allow to cook about 2-3 minutes on the other side. .
Top with a touch of butter while still piping hot.
Serve hot with your favorite maple or pancake syrup.","{'calories': '232 kcal', 'carbohydrateContent': '33 g', 'proteinContent': '7 g', 'fatContent': '8 g', 'saturatedFatContent': '4 g', 'transFatContent': '1 g', 'cholesterolContent': '58 mg', 'sodiumContent': '226 mg', 'fiberContent': '1 g', 'sugarContent': '10 g', 'unsaturatedFatContent': '3 g', 'servingSize': '1 serving'}",American,8 servings,https://addapinch.com/wp-content/uploads/2012/03/Lemon-Blueberry-Pancakes-1.jpg,4.67,Lemon Blueberry Pancakes make a delicious breakfast or brunch anytime of the year!,Complete
Breakfast,Apple Cider Waffles Recipe,10,"1 cup all-purpose flour, 1 teaspoon baking powder, 1/2 teaspoon baking soda, pinch kosher salt, 1 teaspoon sugar, 1 teaspoon ground cinnamon, 1/2 teaspoon nutmeg, 1 large egg, 1 cup apple cider","IngredientGroup(ingredients=['1 cup all-purpose flour', '1 teaspoon baking powder', '1/2 teaspoon baking soda', 'pinch kosher salt', '1 teaspoon sugar', '1 teaspoon ground cinnamon', '1/2 teaspoon nutmeg', '1 large egg', '1 cup apple cider'], purpose=None)","Prep. Preheat waffle iron and spray with nonstick cooking spray.
Make batter. Whisk all dry ingredients together in a mixing bowl. Add egg and apple cider. Whisk until well-combined.
Cook. Pour into waffle iron and prepare according to waffle iron instructions.
Serve. Remove from waffle iron when baked throughout and serve warm.","{'calories': '94 kcal', 'carbohydrateContent': '18 g', 'proteinContent': '3 g', 'fatContent': '1 g', 'saturatedFatContent': '1 g', 'transFatContent': '1 g', 'cholesterolContent': '27 mg', 'sodiumContent': '103 mg', 'fiberContent': '1 g', 'sugarContent': '1 g', 'unsaturatedFatContent': '2 g', 'servingSize': '1 serving'}",American,6 servings,https://addapinch.com/wp-content/uploads/2017/09/Apple-Cider-Waffles-DSC_0709.jpg,4.97,Apple Cider Waffles Recipe - Apple cider waffles are a great addition to your fall and winter breakfast routine. Serve these waffles with warm maple syrup and apple cider for the ultimate breakfast!,Complete
Breakfast,Our Favorite Buttermilk Waffles Recipe,15,"1 cup all-purpose flour, 1/4 teaspoon kosher salt, 1 tablespoon sugar, 1 teaspoon baking powder, 1/2 teaspoon baking soda, 1 cup buttermilk, 1 large egg, 3 tablespoons butter (melted), 1 teaspoon vanilla extract","IngredientGroup(ingredients=['1 cup all-purpose flour', '1/4 teaspoon kosher salt', '1 tablespoon sugar', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1 cup buttermilk', '1 large egg', '3 tablespoons butter (melted)', '1 teaspoon vanilla extract'], purpose=None)","Whisk together flour, salt, sugar, baking powder, and baking soda in a medium bowl. Set aside. Whisk together buttermilk, egg, melted butter and vanilla in a 2-cup measuring cup or small bowl.
Pour the buttermilk mixture into the flour mixture and stir together until just combined. Pour batter into waffle iron and cook to your waffle iron's instructions. Serve with your favorite syrup and toppings.","{'calories': '257 kcal', 'carbohydrateContent': '30 g', 'proteinContent': '7 g', 'fatContent': '12 g', 'saturatedFatContent': '7 g', 'transFatContent': '1 g', 'cholesterolContent': '70 mg', 'sodiumContent': '437 mg', 'fiberContent': '1 g', 'sugarContent': '6 g', 'unsaturatedFatContent': '4 g', 'servingSize': '1 serving'}",American,4 servings,https://addapinch.com/wp-content/uploads/2016/10/buttermilk-waffles-recipe_DSC4063.jpg,5.0,"Buttermilk Waffles Recipe - Our favorite buttermilk waffles are crisp on the outside, yet tender and fluffy on the inside. This is the buttermilk waffle recipe I turn to again and again!",Complete
Breakfast,Salted Caramel Waffle Recipe,26,"2 cups all-purpose flour, 1/2 teaspoon kosher salt, 1 tablespoons sugar, 2 teaspoons baking powder, 1 teaspoons baking soda, 2 cups buttermilk, 2 large eggs, 4 tablespoons butter (melted), 1 teaspoon vanilla extract, 1/4 cup salted caramel sauce","IngredientGroup(ingredients=['2 cups all-purpose flour', '1/2 teaspoon kosher salt', '1 tablespoons sugar', '2 teaspoons baking powder', '1 teaspoons baking soda', '2 cups buttermilk', '2 large eggs', '4 tablespoons butter (melted)', '1 teaspoon vanilla extract', '1/4 cup salted caramel sauce'], purpose=None)","Whisk together flour, salt, sugar, baking powder, and baking soda.
Mix together buttermilk, eggs, butter, and vanilla.
Pour into dry mixture and stir together just until combined. Stir in salted caramel.
Pour batter into waffle iron and cook according to your iron's instructions.
Serve immediately with your favorite syrup or an additional drizzle of salted caramel.","{'calories': '227 kcal', 'carbohydrateContent': '29 g', 'proteinContent': '7 g', 'fatContent': '9 g', 'saturatedFatContent': '5 g', 'transFatContent': '0.2 g', 'cholesterolContent': '68 mg', 'sodiumContent': '409 mg', 'fiberContent': '1 g', 'sugarContent': '5 g', 'unsaturatedFatContent': '3 g', 'servingSize': '1 serving'}",American,8 servings,https://addapinch.com/wp-content/uploads/2014/06/salted-caramel-waffle-recipe-DSC_4010-1.jpg,5.0,Salted Caramel Waffles take everyone's favorite breakfast or brunch to new levels! Perfect for a weekend treat.,Complete
Breakfast,Coconut Lime Waffles Recipe,15,"2 cups all-purpose flour, 1/2 teaspoon kosher salt, 1 tablespoons sugar, 1 1/2 teaspoons baking powder, 1 teaspoons baking soda, 2 cups buttermilk, 2 eggs, 4 tablespoons butter (melted), 1 teaspoons vanilla extract, 1 cup sweetened coconut flakes (divided), 1 tablespoon lime zest, 2 tablespoons lime juice","IngredientGroup(ingredients=['2 cups all-purpose flour', '1/2 teaspoon kosher salt', '1 tablespoons sugar', '1 1/2 teaspoons baking powder', '1 teaspoons baking soda', '2 cups buttermilk', '2 eggs', '4 tablespoons butter (melted)', '1 teaspoons vanilla extract', '1 cup sweetened coconut flakes (divided)', '1 tablespoon lime zest', '2 tablespoons lime juice'], purpose=None)","Preheat waffle maker.
Whisk together flour, salt, sugar, baking powder, baking soda, buttermilk, eggs, butter, vanilla, 1/2 cup coconut flakes, lime zest and lime juice until well-combined.
In a medium dry skillet, toast coconut over medium low heat. Remove from heat and allow to cool.
Spray waffle iron with non-stick cooking spray and portion into waffle iron to cook according to waffle iron instructions. Remove from waffle iron and top with toasted coconut for serving.","{'calories': '366 kcal', 'carbohydrateContent': '46 g', 'proteinContent': '9 g', 'fatContent': '16 g', 'saturatedFatContent': '11 g', 'transFatContent': '0.3 g', 'cholesterolContent': '83 mg', 'sodiumContent': '583 mg', 'fiberContent': '3 g', 'sugarContent': '11 g', 'unsaturatedFatContent': '4 g', 'servingSize': '1 serving'}",American,6 servings,https://addapinch.com/wp-content/uploads/2014/01/coconut-lime-waffles-DSC_1716-2.jpg,5.0,Coconut Lime Waffles make a delicious waffle recipe perfect for perking up your mornings.,Complete
Breakfast,Salted Caramel Apple Waffles Recipe,20,"1 cup all-purpose flour, 1 teaspoon baking powder, 1/2 teaspoon baking soda, pinch kosher salt, pinch sugar, 1 egg, 1 cup milk, 1/2 cup packed brown sugar, 2 tablespoons butter, 1/2 cup half-and-half, 1/8 teaspoon sea salt, 1/4 teaspoon vanilla extract, 1 apple (chopped), 2 apples (sliced into 1/4"" slices)","IngredientGroup(ingredients=['1 cup all-purpose flour', '1 teaspoon baking powder', '1/2 teaspoon baking soda', 'pinch kosher salt', 'pinch sugar', '1 egg', '1 cup milk'], purpose='Waffles'), IngredientGroup(ingredients=['1/2 cup packed brown sugar', '2 tablespoons butter', '1/2 cup half-and-half', '1/8 teaspoon sea salt', '1/4 teaspoon vanilla extract', '1 apple (chopped)'], purpose='Salted Caramel Apple Sauce'), IngredientGroup(ingredients=['2 apples (sliced into 1/4"" slices)'], purpose='Apple Topping')","For the waffles
Preheat waffle iron to medium heat. Spray well with non-stick cooking spray when heated.
Whisk together flour, baking powder, baking soda, salt and sugar. Mix together egg and milk and pour into dry ingredients. Whisk until well-combined and smooth.
Pour batter equally into waffle iron, allowing for the waffle to rise and spread slightly.
Remove from waffle iron and plate. You can also store on a baking sheet in a 250 degree oven until ready to serve if preparing a large batch of waffles.
For the Salted Caramel Apple Topping
Add brown sugar, butter and half-and-half to a large skillet or heavy-bottomed sauce pan. Melt over medium-low heat, whisking as needed. Remove from heat and add sea salt and vanilla. Stir in chopped apple. Set aside to cool slighty, about 2-3 minutes.
For serving
Place waffles on individual plates, top with apple slices and spoon salted caramel sauce on top of waffles.
Serve immediately.","{'calories': '289 kcal', 'carbohydrateContent': '50 g', 'proteinContent': '5 g', 'fatContent': '8 g', 'saturatedFatContent': '5 g', 'transFatContent': '1 g', 'cholesterolContent': '49 mg', 'sodiumContent': '216 mg', 'fiberContent': '3 g', 'sugarContent': '29 g', 'unsaturatedFatContent': '3 g', 'servingSize': '1 serving'}",American,6 servings,https://addapinch.com/wp-content/uploads/2012/09/Salted-Caramel-Apple-Waffles-DSC_9885-blog-1.jpg,5.0,Salted Caramel Apple Waffles turn any morning into a great morning!,Complete
Breakfast,Lemon Buttermilk Waffles Recipe,25,"2 cups whole milk, 2 tablespoons lemon juice, 2 cups all-purpose flour, 1/2 teaspoon kosher salt, 1 1/2 tablespoons sugar, 1 1/2 teaspoons baking soda, 2 large eggs, 4 tablespoons butter (melted), 1/2 teaspoon vanilla extract, 2 tablespoons lemon zest (two lemons)","IngredientGroup(ingredients=['2 cups whole milk', '2 tablespoons lemon juice', '2 cups all-purpose flour', '1/2 teaspoon kosher salt', '1 1/2 tablespoons sugar', '1 1/2 teaspoons baking soda', '2 large eggs', '4 tablespoons butter (melted)', '1/2 teaspoon vanilla extract', '2 tablespoons lemon zest (two lemons)'], purpose=None)","Mix together whole milk and lemon juice. Set aside and allow to stand for five minutes.
In the meantime, whisk together flour, salt, sugar, lemon zest, and baking soda.
Add eggs, vanilla, and melted butter into milk mixture and lightly beat with a fork until well-combined.
Pour milk mixture into dry mixture and stir together just until combined.
Lightly spray top and bottom of waffle iron and preheat iron.
Pour batter into waffle iron and cook to your iron's instructions.
Serve immediately with your favorite maple syrup.","{'carbohydrateContent': '59 g', 'proteinContent': '14 g', 'fatContent': '18 g', 'saturatedFatContent': '10 g', 'transFatContent': '1 g', 'cholesterolContent': '135 mg', 'sodiumContent': '890 mg', 'fiberContent': '2 g', 'sugarContent': '11 g', 'calories': '459 kcal', 'unsaturatedFatContent': '6 g', 'servingSize': '1 serving'}",American,4 servings,https://addapinch.com/wp-content/uploads/2012/03/Recipes-Lemon-Buttermilk-Waffles-1-3.jpg,5.0,"These lemon buttermilk waffles make delicious waffles perfect for breakfast, brunch, or breakfast for dinner!",Complete
Breakfast,Buttermilk Waffles for a Crowd,25,"4 cups all-purpose flour, 1 teaspoon kosher salt, 3 tablespoons sugar, 3 teaspoons baking powder, 1 1/2 teaspoons baking soda, 4 cups buttermilk, 4 large eggs, 1/2 cup butter (melted), 2 teaspoons vanilla extract","IngredientGroup(ingredients=['4 cups all-purpose flour', '1 teaspoon kosher salt', '3 tablespoons sugar', '3 teaspoons baking powder', '1 1/2 teaspoons baking soda', '4 cups buttermilk', '4 large eggs', '1/2 cup butter (melted)', '2 teaspoons vanilla extract'], purpose=None)","Whisk together flour, salt, sugar, and baking soda.
Mix together buttermilk, eggs, butter, and vanilla.
Pour into dry mixture and stir together just until combined.
Pour batter into waffle iron and cook to your iron's instructions.
Serve immediately with your favorite syrup.
To freeze:
Allow waffles to cool completely in a single layer on a cooling rack.
When cooled, divide and package into zip top freezer bags.
To cook after freezing:
Simply remove number of waffles you would like to prepare for your meal from the zip top bag and toast in your toaster oven according to your toaster directions.","{'calories': '203 kcal', 'carbohydrateContent': '26 g', 'proteinContent': '6 g', 'fatContent': '8 g', 'saturatedFatContent': '5 g', 'transFatContent': '1 g', 'cholesterolContent': '56 mg', 'sodiumContent': '337 mg', 'fiberContent': '1 g', 'sugarContent': '5 g', 'unsaturatedFatContent': '3 g', 'servingSize': '1 serving'}",American,18 servings,https://addapinch.com/wp-content/uploads/2011/08/buttermilk-waffles-c-8-602x399-1.jpg,5.0,Buttermilk waffles are an essential recipe. This large batch buttermilk waffle recipe freezes well and serves a crowd!,Complete
