Category,Title,Total Time,All Ingredients,Ingredient Groups,Instructions,Nutrition,Cuisine,Yields,Image,Ratings,Description,Status
"Breakfast,Dessert,Snack",Chocolate Banana Bread Recipe,65,"4 overripe bananas (mashed), 1 cup dark brown sugar, 8 tablespoons salted butter (room temperature), 2 large eggs, 1 1/2 cups all-purpose flour, 1/2 cup unsweetened cocoa powder, 1/4 teaspoon espresso powder, 1 teaspoon baking soda, 1/2 teaspoon kosher salt, 1 teaspoon vanilla extract","[IngredientGroup(ingredients=['4 overripe bananas (mashed)', '1 cup dark brown sugar', '8 tablespoons salted butter (room temperature)', '2 large eggs', '1 1/2 cups all-purpose flour', '1/2 cup unsweetened cocoa powder', '1/4 teaspoon espresso powder', '1 teaspoon baking soda', '1/2 teaspoon kosher salt', '1 teaspoon vanilla extract'], purpose=None)]","Preheat oven to 350º F. Spray a 9-inch loaf pan with baking spray or coat with butter and dust with all-purpose flour, being sure to shake out any excess flour. Set aside.
Mix bananas and sugar with electric mixer until well blended. Add butter and beat until smooth. Add eggs one at a time, fully incorporating after each egg.
Whisk flour, cocoa powder, and espresso powder in a medium mixing bowl until blended. Add flour/cocoa mixture to batter and mix until smooth. Add baking soda, salt, and vanilla extract and stir until well combined. Pour batter into prepared pan.
Bake until a wooden skewer comes out clean when inserted into the middle, about 1 hour.","{'servingSize': '1 slice', 'calories': '249 kcal', 'carbohydrateContent': '41 g', 'proteinContent': '3 g', 'fatContent': '9 g', 'saturatedFatContent': '5 g', 'cholesterolContent': '51 mg', 'sodiumContent': '273 mg', 'fiberContent': '2 g', 'sugarContent': '22 g'}",American,12 servings,https://addapinch.com/wp-content/uploads/2016/08/chocolate-banana-bread-recipe-addapinch-1254.jpg,5.0,"This easy Chocolate Banana Bread recipe is so rich, delicious and makes the perfect banana bread for chocolate lovers! It's moist, decadent, and the best chocolate banana bread!",Complete
Bread,Cheddar Muffins Recipe,30,"2 cups all-purpose flour, 1 tablespoon sugar, 1 tablespoon baking powder, 1/2 teaspoon kosher salt, 2 1/2 cups grated Cheddar cheese, 1 large egg, 1 cup milk, 6 tablespoons butter (melted)","[IngredientGroup(ingredients=['2 cups all-purpose flour', '1 tablespoon sugar', '1 tablespoon baking powder', '1/2 teaspoon kosher salt', '2 1/2 cups grated Cheddar cheese', '1 large egg', '1 cup milk', '6 tablespoons butter (melted)'], purpose=None)]","Prep. Preheat oven to 400º F. Lightly spray muffin tin with baking spray and set aside.
Whisk dry ingredients. Whisk together the flour, sugar, baking powder, and salt in a large bowl. Add the shredded cheese and gently toss together with the flour mixture.
Mix wet ingredients. Stir together the egg, milk, and melted butter in another small bowl. Pour the egg mixture into the flour mixture and stir until just combined.
Bake and serve. Spoon the cheese muffin mixture into the prepared muffin pan. Bake until golden brown, 20 to 25 minutes. Serve warm.","{'calories': '245 kcal', 'carbohydrateContent': '19 g', 'proteinContent': '9 g', 'fatContent': '15 g', 'saturatedFatContent': '9 g', 'cholesterolContent': '59 mg', 'sodiumContent': '310 mg', 'fiberContent': '1 g', 'sugarContent': '2 g', 'servingSize': '1 serving'}",American,12 servings,https://addapinch.com/wp-content/uploads/2019/09/cheddar-muffins-recipe-2629.jpg,5.0,"Easy Cheddar Cheese Muffins are so moist, tender and delicious! This cheesy bread is perfect for serving with soup, stew, BBQ or any meal!",Complete
Bread,Dinner Rolls Recipe,77,"4-5 cups all-purpose flour, 2 1/4 teaspoons yeast (instant, rapid-rise (1 packet)), 1/4 cup sugar, 2 tablespoons honey, 2 teaspoons kosher salt, 1 large egg (room temperature), 1 1/2 cups whole milk (warmed to 110º F), 1/2 cup butter (melted )","[IngredientGroup(ingredients=['4-5 cups all-purpose flour', '2 1/4 teaspoons yeast (instant, rapid-rise (1 packet))', '1/4 cup sugar', '2 tablespoons honey', '2 teaspoons kosher salt', '1 large egg (room temperature)', '1 1/2 cups whole milk (warmed to 110º F)', '1/2 cup butter (melted )'], purpose=None)]","Make the dough. Add 3 cups of flour, yeast, sugar, honey, salt, yeast, milk, butter, and egg to the bowl of a stand mixer fitted with a dough hook. Add more flour to the dough, about 1/2 cup at a time, until the dough begins to pull away from the edges of the bowl.
Knead and cover the dough. Knead the dough until it is smooth and place into a lightly buttered glass bowl. Cover with wrap and place in a warm, draft-free area and let it rise until doubled in bulk, about 30 minutes.
Shape into rolls and rise. Portion the dough into 24 similarly sized pieces and place them into a buttered baking dish or baking sheet. Cover and let rise again for 30 minutes.
Bake and serve. Place the rolls in a 375º F oven and bake until golden brown, about 12 to 15 minutes. If the rolls seem to be getting too brown, cover the baking dish with foil and continue to bake until done. Brush with melted butter and sprinkle with salt, if desired. Serve warm.","{'calories': '136 kcal', 'carbohydrateContent': '20 g', 'proteinContent': '3 g', 'fatContent': '5 g', 'saturatedFatContent': '3 g', 'transFatContent': '0.2 g', 'cholesterolContent': '20 mg', 'sodiumContent': '234 mg', 'fiberContent': '1 g', 'sugarContent': '4 g', 'unsaturatedFatContent': '1.3 g', 'servingSize': '1 serving'}",American,24 servings,https://addapinch.com/wp-content/uploads/2022/11/Dinner-Rolls-Recipe-21.jpg,5.0,"Easy dinner rolls recipe makes light, fluffy, buttery, and the best dinner roll! They are the perfect addition to any meal!",Complete
Dessert,Beignets Recipe,30,"1 1/4 cups water, 1/2 cup granulated sugar, 1 1/4 teaspoons active dry yeast, 2 eggs, 1 1/2 teaspoons kosher salt, 1 cup evaporated milk, 6 1/2 - 7 cups all-purpose flour, 1/4 cup shortening, oil, confectioners' sugar","[IngredientGroup(ingredients=['1 1/4 cups water', '1/2 cup granulated sugar', '1 1/4 teaspoons active dry yeast', '2 eggs', '1 1/2 teaspoons kosher salt', '1 cup evaporated milk', '6 1/2 - 7 cups all-purpose flour', '1/4 cup shortening', 'oil', ""confectioners' sugar""], purpose=None)]","Heat water to 110º - 120º F in a in a medium glass bowl in the microwave. Stir in 1 tablespoon of the granulated sugar until it dissolves. Sprinkle the yeast into the water and sugar and allow to sit for about 5 -10 minutes to foam as it proofs.
While yeast is proofing, mix together remaining granulated sugar, eggs, salt, and evaporated milk together. Stir together the yeast mixture with the egg mixture. Then, stir in 3 cups of flour, one half cup at a time, into the yeast and egg mixture. Stir together until all the flour is well incorporated, being sure to get all of the flour incorporated from the bottom of the bowl. Add the shortening and continue to add the remaining flour until all of the flour is well combined.
Using the dough hook on your stand mixer, knead the dough, adding flour ¼ cup at a time until the the dough forms a ball and does not stick to the bottom of the bowl.
If using a stand mixer, fit the mixer with a dough hook and turn the mixer to medium speed and knead for 7-10 minutes. The dough should be tacky but not sticky.
If kneading by hand, place the dough onto a lightly floured surface and knead until smooth, about 10-15 minutes.
Spray a large bowl with nonstick spray. Put dough into the bowl and cover with plastic wrap or a towel. Let rise in a warm place until it has doubled in bulk.
Once dough is ready, preheat the oil in a deep-fryer to 350º F. You will need enough oil to fully submerse the beignets as they are frying.
Line a rimmed baking sheet with two layers of paper towels for the beignets to drain on once deep fried.
Roll the dough on a lightly floured surface to about 1/4-inch thick. Cut the dough into 1-inch squares. Carefully add a few beignets to the heated oil at a time to deep fry. Flip the beignets constantly while cooking until they become a nice golden color. Remove them with a slotted spoon to dry on the paper towel lined pan for a few seconds. Then place them on a plate or tray and dust both sides with confectioner's sugar.","{'calories': '208 kcal', 'carbohydrateContent': '39 g', 'proteinContent': '6 g', 'fatContent': '3 g', 'saturatedFatContent': '1 g', 'transFatContent': '1 g', 'cholesterolContent': '11 mg', 'sodiumContent': '110 mg', 'fiberContent': '1 g', 'sugarContent': '4 g', 'unsaturatedFatContent': '2 g', 'servingSize': '1 serving'}",French,36 servings,https://addapinch.com/wp-content/uploads/2015/02/beignets-recipe-DSC_08961-2.jpg,5.0,"Beignets are a light and airy pastry covered in powdered sugar with a taste that's out of this world! Similar to a fritter, this French doughnut is simple to make with this easy beignets recipe that your family will love!",Complete
"Breakfast,Dessert",Heart-Shaped Cinnamon Roll Biscuits Recipe,22,"2 cups self-rising flour, 1 1/2 cups heavy cream, 3 tablespoons butter (melted), 1 tablespoon brown sugar, 2 teaspoons ground cinnamon, 1 cup confectioner's sugar, 1/4 cups heavy cream, 1 teaspoon vanilla extract","[IngredientGroup(ingredients=['2 cups self-rising flour', '1 1/2 cups heavy cream'], purpose='Biscuits:'), IngredientGroup(ingredients=['3 tablespoons butter (melted)', '1 tablespoon brown sugar', '2 teaspoons ground cinnamon'], purpose='Cinnamon Roll Filling:'), IngredientGroup(ingredients=[""1 cup confectioner's sugar"", '1/4 cups heavy cream', '1 teaspoon vanilla extract'], purpose='Icing:')]","Preheat oven to 475ºF. Line a baking sheet with parchment paper and set asid.
Add the flour to a large mixing bowl. Slowly pour cream into the flour and stir together until just combined. Pour the dough onto a lightly floured surface and roll into a 1/4-inch thick rectangle.
For the filling
Pour melted butter on top of biscuit dough. Spread to make sure it reaches the edges of the dough.
Mix together cinnamon and sugar and sprinkle on top of melted butter. Roll the dough, beginning at the long edge, to the center of the rectangle. Repeat from the other side for the two rolls of the dough to meet in the center. Cut dough into rolls about 1½ - 2 inches thick. Place slices onto parchment paper lined sheet pan and reinforce the shape of the heart, if needed. Place the pan into the oven and bake for 10-12 minutes, or until lightly browned and cooked through. Do not over bake.
For the icing
As the cinnamon roll biscuits are baking, mix together the confectioner's sugar, heavy cream and vanilla until well combined and smooth. Remove the biscuits from the oven and then drizzle the glaze over the top and serve.","{'servingSize': '1 g', 'calories': '264 kcal', 'carbohydrateContent': '27 g', 'proteinContent': '3 g', 'fatContent': '16 g', 'saturatedFatContent': '9 g', 'cholesterolContent': '55 mg', 'sodiumContent': '39 mg', 'sugarContent': '10 g'}",American,12 servings,https://addapinch.com/wp-content/uploads/2017/02/heart-shaped-cinnamon-roll-biscuits-recipe_DSC0158.jpg,5.0,"Heart-Shaped Cinnamon Roll Biscuits make a quick and easy recipe perfect for breakfast, brunch or dessert! All the flavor of a cinnamon roll with the simplicity of a biscuit!",Complete
"Breakfast,Dessert,Snack",Banana Bread,75,"4 overripe bananas (mashed, or 2 cups mashed), 1 cup dark brown sugar, 8 tablespoons salted butter (room temperature), 2 large eggs, 1 1/2 cups all-purpose flour, 1 teaspoon baking soda, 1/2 teaspoon kosher salt, 1 teaspoon vanilla extract, 1 cup roasted pecans (optional)","[IngredientGroup(ingredients=['4 overripe bananas (mashed, or 2 cups mashed)', '1 cup dark brown sugar', '8 tablespoons salted butter (room temperature)', '2 large eggs', '1 1/2 cups all-purpose flour', '1 teaspoon baking soda', '1/2 teaspoon kosher salt', '1 teaspoon vanilla extract', '1 cup roasted pecans (optional)'], purpose=None)]","Preheat oven to 350º F. Spray a 9-inch loaf pan with baking spray or coat with butter and dust with all-purpose flour, being sure to shake out any excess flour. Set aside.
Mix butter and sugar until smooth. Add mashed bananas and beat until well blended. Add eggs one at a time, fully incorporating after each egg.
Add flour and mix until smooth. Add baking soda, salt, and vanilla extract and stir until well combined. Stir in nuts, if using. Pour batter into prepared pan.
Bake until golden brown and a wooden skewer comes out clean when inserted in the middle, about 1 hour.","{'calories': '224 kcal', 'carbohydrateContent': '30 g', 'proteinContent': '3 g', 'fatContent': '11 g', 'servingSize': '1 slice', 'saturatedFatContent': '4 g', 'transFatContent': '0.2 g', 'cholesterolContent': '38 mg', 'sodiumContent': '199 mg', 'fiberContent': '2 g', 'sugarContent': '17 g', 'unsaturatedFatContent': '6 g'}",American,16 servings,https://addapinch.com/wp-content/uploads/2014/03/the-best-banana-bread-recipe-0425.jpg,5.0,"Best Banana Bread Recipe - Moist, tender and so delicious, this recipe is so easy to make and truly makes the best banana bread every time.",Complete
"Breakfast,Dessert",Monkey Bread Recipe,45,"2 (12 ounce) cans refrigerated biscuits, 1/2 cup granulated sugar, 3 teaspoons ground cinnamon, 1 cup brown sugar (packed), 3/4 cup butter (cut into pieces), 1/2 cup warm milk, 1/2 packet active yeast, 1/4 cup granulated sugar, 1/4 cup melted butter, 1 teaspoon kosher salt, 1 large egg, 2 cups all-purpose flour (+ a little more for handling)","[IngredientGroup(ingredients=['2 (12 ounce) cans refrigerated biscuits', '1/2 cup granulated sugar', '3 teaspoons ground cinnamon', '1 cup brown sugar (packed)', '3/4 cup butter (cut into pieces)'], purpose=None), IngredientGroup(ingredients=['1/2 cup warm milk', '1/2 packet active yeast', '1/4 cup granulated sugar', '1/4 cup melted butter', '1 teaspoon kosher salt', '1 large egg', '2 cups all-purpose flour (+ a little more for handling)'], purpose='Homemade Monkey Bread Dough')]","Preheat oven to 350º F. Grease bottom and sides of a 12 cup bundt pan. Set aside.
Mix granulated sugar and cinnamon in a large zip-lock type bag. Set aside. Cut each biscuit into quarters. Toss 8 - 10 pieces of the biscuits at a time in the bag of sugar/cinnamon mixture until well coated. Layer the coated biscuits in the bundt pan. Set aside.
Add brown sugar and butter to a 3-quart heavy-bottomed sauce pan. Cook on low heat, stirring constantly, until melted and the butter and sugar are smooth. Pour this mixture over the coated biscuits.
Bake 30 to 35 minutes until golden brown. Allow to cool 15 minutes then turn out onto a cake plate.
Homemade Monkey Bread Dough
Add yeast and sugar to warm milk in a large bowl. Stir gently to combine and allow the yeast to foam to proof. Once the yeast has proofed, stir in melted butter, salt, eggs, and flour into yeast mixture. Gently mix until well-combined. Turn dough onto a lightly floured surface and knead for 10-12 minutes. Form the dough into a large ball and place into a large buttered glass bowl. Cover lightly with plastic or with a tea towel and place in a warm location free of any drafts. Allow to rise so that the dough is doubled in size.
Roll the dough on a lightly floured surface and cut into 64 individual pieces. Roll the pieces into balls and then proceed with the recipe with shaking in the cinnamon sugar mixture","{'calories': '205 kcal', 'carbohydrateContent': '27 g', 'proteinContent': '1 g', 'fatContent': '12 g', 'saturatedFatContent': '7 g', 'cholesterolContent': '31 mg', 'sodiumContent': '108 mg', 'fiberContent': '1 g', 'sugarContent': '26 g', 'servingSize': '1 serving'}",American,12 servings,https://addapinch.com/wp-content/uploads/2019/11/monkey-bread-recipe-2960.jpg,5.0,This easy monkey bread recipe is made with 5 simple ingredients and makes the perfect pull-apart dessert or snack! It tastes like a giant cinnamon roll!,Complete
Appetizer,Sausage Balls Recipe,25,"1 pound breakfast sausage (pork, turkey, or chicken), 1 pound sharp cheddar cheese (shredded), 2 cups self-rising flour, 1/4 cup milk, 1/2 teaspoon kosher salt (optional), 1/4 teaspoon cayenne pepper (optional), 1/4 teaspoon garlic powder (optional), 1/4 teaspoon onion powder (optional)","[IngredientGroup(ingredients=['1 pound breakfast sausage (pork, turkey, or chicken)', '1 pound sharp cheddar cheese (shredded)', '2 cups self-rising flour', '1/4 cup milk'], purpose=None), IngredientGroup(ingredients=['1/2 teaspoon kosher salt (optional)', '1/4 teaspoon cayenne pepper (optional)', '1/4 teaspoon garlic powder (optional)', '1/4 teaspoon onion powder (optional)'], purpose='Additional Seasonings (Optional)')]","Prep. Preheat oven to 350º F. Line baking sheet pans with parchment paper.
Mix. Mix together all ingredients in a large bowl until just well-combined. Scoop mixture into tablespoon-sized balls with a scoop or using two spoons.
Bake. Bake 20 minutes or until golden brown and cooked throughout.","{'calories': '69 kcal', 'carbohydrateContent': '3 g', 'proteinContent': '4 g', 'fatContent': '5 g', 'saturatedFatContent': '2 g', 'transFatContent': '1 g', 'cholesterolContent': '13 mg', 'sodiumContent': '115 mg', 'fiberContent': '1 g', 'sugarContent': '1 g', 'unsaturatedFatContent': '3 g', 'servingSize': '1 serving'}",American,60 servings,https://addapinch.com/wp-content/uploads/2022/11/Add-a-Pinch_Sausage-Balls_14.jpg,5.0,Sausage balls are an easy and delicious dish. Perfect for breakfast and brunch or as a game-day and holiday appetizer!,Complete
Bread,Sandwich Bread Recipe,50,"1 2/3 cup milk (warmed to 100º F - 110º F), 2 teaspoons instant yeast, 6 tablespoons unsalted butter (softened to room temperature), 2 teaspoons kosher salt, 3 tablespoons granulated sugar, 4 - 4 3/4 cups all-purpose flour","[IngredientGroup(ingredients=['1 2/3 cup milk (warmed to 100º F - 110º F)', '2 teaspoons instant yeast', '6 tablespoons unsalted butter (softened to room temperature)', '2 teaspoons kosher salt', '3 tablespoons granulated sugar', '4 - 4 3/4 cups all-purpose flour'], purpose=None)]","Add yeast and one tablespoon of granulated sugar to warmed milk in a large glass or metal bowl. Allow to sit for about 3 minutes to proof (the yeast will begin to bubble and foam in the milk. If it does not, your yeast is not active and will not leaven the bread.)
Once the yeast has proofed, stir in the butter, salt, remaining sugar and 4 cups of the flour. Stir until the dough begins to pull away from the sides, adding more flour at 1/4 cup at a time until it does so.
Pour the dough onto a lightly greased countertop and knead the dough by hand until it is smooth, about 8 to 12 minutes. Place the dough in a lightly greased bowl, cover with plastic wrap and place in a warm, draft free location to double in bulk, about 1 1/2 - 2 hours.
Pour the risen dough onto the countertop and form into one or two loaves, depending on the number of baking pans you are using.
Lightly grease your loaf pan(s) and place the risen dough into the pan(s). Lightly cover with plastic wrap and allow to rise within an inch of lip of the loaf pan(s), about 15 - 20 minutes. As your dough is rising, preheat the oven to 350º F.
Remove the plastic wrap from the loaf pan(s). Bake your sandwich bread until it registers 190º F on an instant read thermometer, about 40-45 minutes. Turn your baked bread onto a rack to cool completely.
To store:
Store in a bread box or under a cake dome for up to a week.
To Freeze:
Wrap carefully in plastic wrap and then again in foil. Store in the freezer for up to 6 months.","{'calories': '240 kcal', 'carbohydrateContent': '37.25 g', 'proteinContent': '6.25 g', 'fatContent': '7.33 g', 'saturatedFatContent': '4.3 g', 'fiberContent': '1.66 g', 'sugarContent': '4.8 g', 'servingSize': '1 serving'}",American,1 serving,https://addapinch.com/wp-content/uploads/2015/03/classic-pullman-loaf-bread-recipe-DSC_0829-2.jpg,5.0,"Sandwich Bread Recipe - Homemade sandwich bread in an easy, no-fuss recipe! This bread recipe uses simple ingredients for a delicious bread you'll make time and again.",Complete
"Breakfast,Dessert",Lemon Blueberry Scones Recipe,30,"2 cups all-purpose flour, 1/2 cup sugar (+ more for topping), 3 teaspoons baking powder, 1/2 teaspoon kosher salt, 1/2 cup butter (cold, plus more for topping), 1 tablespoon lemon zest, 2 tablespoons lemon juice, 3/4 - 1 cup heavy cream, 1 cup fresh blueberries (tossed in 1 tablespoon flour), 1 cup confectioners' sugar, 1 - 2 tablespoons heavy cream, 1 teaspoon vanilla extract","[IngredientGroup(ingredients=['2 cups all-purpose flour', '1/2 cup sugar (+ more for topping)', '3 teaspoons baking powder', '1/2 teaspoon kosher salt', '1/2 cup butter (cold, plus more for topping)', '1 tablespoon lemon zest', '2 tablespoons lemon juice', '3/4 - 1 cup heavy cream', '1 cup fresh blueberries (tossed in 1 tablespoon flour)'], purpose=None), IngredientGroup(ingredients=[""1 cup confectioners' sugar"", '1 - 2 tablespoons heavy cream', '1 teaspoon vanilla extract'], purpose='Optional Glaze:')]","Prep. Preheat oven to 400º F. Line a rimmed baking sheet pan with parchment paper or a nonstick baking sheet.
Make dough. Whisk together flour, sugar, baking powder, and salt in a large bowl. Add butter to the bowl and cut into the flour with a pastry blender until the largest pieces of butter are about the size of a pea and the flour mixture resembles coarse meal. Add zest and juice of the lemon. Stir in 3/4 cup of heavy cream. Press dough together between the palms of your hands. If it doesn't just hold together, add more heavy cream until it just holds together. Fold blueberries into the dough.
Cut dough. Pour dough onto a lightly floured countertop or a pastry board. Pat dough into a large round disc, about an inch thick. Cut dough into equal sized wedges and place onto prepared baking sheet pan. Melt about 2 tablespoons butter and brush on top of dough. Sprinkle with additional sugar for topping.
Bake and serve. Bake scones for 20-25 minutes or until they are just beginning to turn lightly brown. Remove from the oven and serve warm. You can also drizzle a warm glaze on top of the scones, if you'd like. Just whisk all of the glaze ingredients together in a medium sized bowl and then drizzle on top of each scone.","{'calories': '339 kcal', 'carbohydrateContent': '54 g', 'proteinContent': '3 g', 'fatContent': '12 g', 'saturatedFatContent': '7 g', 'cholesterolContent': '31 mg', 'sodiumContent': '253 mg', 'fiberContent': '1 g', 'sugarContent': '29 g', 'servingSize': '1 serving'}",American,8 servings,https://addapinch.com/wp-content/uploads/2014/04/Lemon-blueberry-scones-recipe_DSC1555-scaled.jpg,5.0,"Lemon Blueberry Scones Recipe - Scones make a delicious treat for breakfast, brunch or an afternoon treat. These lemon blueberry scones are full of flavor while being light and moist.",Complete
Appetizer,Honeyed Prosciutto Fig Flatbread Recipe,10,"1 piece Naan (or other flatbread), 1/2 cup Ricotta cheese, 6 slices Prosciutto, 6 large figs (cleaned and sliced ), 2 tablespoons honey, 1/4 cup pistachios (chopped)","[IngredientGroup(ingredients=['1 piece Naan (or other flatbread)', '1/2 cup Ricotta cheese', '6 slices Prosciutto', '6 large figs (cleaned and sliced )', '2 tablespoons honey', '1/4 cup pistachios (chopped)'], purpose=None)]",Arrange Naan or flatbread onto a serving board or platter. Spread the ricotta cheese on top of the bread. Arrange the prosciutto and fig slices. Drizzle with the honey and top with the chopped pistachios. Slice and serve.,"{'calories': '229 kcal', 'carbohydrateContent': '30 g', 'proteinContent': '6 g', 'fatContent': '10 g', 'saturatedFatContent': '3 g', 'transFatContent': '0.01 g', 'cholesterolContent': '17 mg', 'sodiumContent': '212 mg', 'fiberContent': '3 g', 'sugarContent': '17 g', 'unsaturatedFatContent': '4 g', 'servingSize': '1 serving'}",American,6 servings,https://addapinch.com/wp-content/uploads/2018/10/honeyed-prosciutto-fig-flatbread-recipe_DSC0327-scaled.jpg,5.0,Honeyed Prosciutto Fig Flatbread Recipe - This quick flatbread recipe makes an elegant appetizer recipe that is just as scrumptious as it is beautiful!,Complete
Appetizer,Spinach Artichoke Pull Apart Bread Recipe,25,"1 round French bread loaf, 1 tablespoon olive oil, 1 (14-ounce) jar artichoke hearts (drained and chopped), 2 cups spinach (or 1 (10-ounce) package frozen chopped spinach, thawed and drained), 1 (8-ounce) package cream cheese (softened), 1/2 cup sour cream, mayonnaise or Greek yogurt, 2 cups Parmesan cheese (grated), 1 teaspoon Stone House Seasoning","[IngredientGroup(ingredients=['1 round French bread loaf', '1 tablespoon olive oil'], purpose=None), IngredientGroup(ingredients=['1 (14-ounce) jar artichoke hearts (drained and chopped)', '2 cups spinach (or 1 (10-ounce) package frozen chopped spinach, thawed and drained)', '1 (8-ounce) package cream cheese (softened)', '1/2 cup sour cream, mayonnaise or Greek yogurt', '2 cups Parmesan cheese (grated)', '1 teaspoon Stone House Seasoning'], purpose='Spinach Artichoke Filling')]","Preheat oven to 350º F.
Slice round French bread loaf into slices about 1 1/2 - 2 inches apart in one direction, leaving about 1/2-inch remaining at the bottom of the bread to hold the bread together. Repeat in the opposite direction. Arrange the cut bread onto an oven-safe serving plate or platter. Drizzle the interior of the cut bread with olive oil.
Mix together all of the ingredients for the spinach artichoke filling and spoon into the cut French bread, making sure to fill deep into the cavities of the cut French bread.
Bake until the spinach artichoke bread has heated thoroughly and the cheese has melted and lightly browned, about 15 minutes. Remove from the oven and serve warm.","{'calories': '85 kcal', 'carbohydrateContent': '1 g', 'proteinContent': '6 g', 'fatContent': '6 g', 'saturatedFatContent': '3 g', 'cholesterolContent': '16 mg', 'sodiumContent': '473 mg', 'servingSize': '1 serving'}",American,12 servings,https://addapinch.com/wp-content/uploads/2018/09/spinach-artichoke-pull-apart-bread-recipe-DSC_0181-1-scaled.jpg,5.0,Spinach Artichoke Pull Apart Bread Recipe - Everyone's favorite spinach artichoke served in a whole new way in this fun and easy pull apart bread!,Complete
Bread,Cheddar Scallion Biscuits Recipe,15,"2 cups self-rising flour, 1 1/2 cups heavy whipping cream, 1/2 cup grated cheddar cheese, 2 scallions (finely chopped)","[IngredientGroup(ingredients=['2 cups self-rising flour', '1 1/2 cups heavy whipping cream', '1/2 cup grated cheddar cheese', '2 scallions (finely chopped)'], purpose=None)]","Preheat oven to 475º F. Line rimmed baking sheet with parchment. Set aside.
Add flour to a large mixing bowl. Slowly pour in heavy whipping cream and stir gently until just combined. Do not over mix. Fold in cheddar cheese and chopped scallions.
Pour biscuit dough onto a floured countertop or dough board. Gently pat or roll to about 1/2-inch thick. Cut out biscuits using about a 2-inch biscuit cutter. Place biscuits on baking sheet pan, leaving about an inch between biscuits to allow them to rise and cook fully. Place in preheated oven and bake about 10-12 minutes. Remove from oven and serve.","{'calories': '392 kcal', 'carbohydrateContent': '32 g', 'proteinContent': '9 g', 'fatContent': '26 g', 'saturatedFatContent': '16 g', 'cholesterolContent': '91 mg', 'sodiumContent': '83 mg', 'fiberContent': '1 g', 'sugarContent': '1 g', 'unsaturatedFatContent': '8 g', 'servingSize': '1 serving'}",American,6 servings,https://addapinch.com/wp-content/uploads/2017/10/cheddar-scallion-biscuits-recipe_DSC2510.jpg,5.0,"Cheddar Scallion Biscuits Recipe - Tender and delicious, these fluffy, cheesy cheddar scallion biscuits make the perfect addition to any meal and couldn't be easier!",Complete
Side Dish,Two Ingredient Cream Biscuit Recipe,15,"2 cups self-rising flour, 1 1/2 cups heavy whipping cream","[IngredientGroup(ingredients=['2 cups self-rising flour', '1 1/2 cups heavy whipping cream'], purpose=None)]","Preheat oven to 475º F. Lightly coat rimmed baking sheet or cast iron skillet with vegetable shortening. Set aside.
Add flour to a large mixing bowl. Slowly pour in heavy whipping cream and stir gently until just combined. Do not over mix.
Pour biscuit dough onto a floured countertop or dough board. Gently pat or roll to about 1/2-inch thick. Cut out biscuits using about a 2-inch biscuit cutter. Place biscuits into skillet or on baking sheet pan, leaving about an inch between biscuits to allow them to rise and cook fully. Place in preheated oven and bake about 10-12 minutes. Remove from oven and serve.","{'calories': '353 kcal', 'carbohydrateContent': '32 g', 'proteinContent': '7 g', 'fatContent': '22 g', 'saturatedFatContent': '14 g', 'cholesterolContent': '67 mg', 'sodiumContent': '513 mg', 'fiberContent': '1 g', 'sugarContent': '2 g', 'servingSize': '2 biscuits', 'unsaturatedFatContent': '6 g'}",American,6 servings,https://addapinch.com/wp-content/uploads/2017/09/cream-biscuits-DSC_3427-444x600-e1525628081954.jpg,4.99,"This biscuit recipe uses just two ingredients to produce tender, flaky, and delicious biscuits every time. A cream biscuit recipe definitely is a cook's treasure!",Complete
Breakfast,Make Ahead Biscuits Recipe,20,"buttermilk biscuits, Sausage, cheese","[IngredientGroup(ingredients=['buttermilk biscuits'], purpose=None), IngredientGroup(ingredients=['Sausage', 'cheese'], purpose='Optional Add-ins:')]","Prepare and bake buttermilk biscuits according to recipe instructions. Allow to cool completely.
If including sausage, cheese, or other additions, prepare those accordingly. Once the biscuits have cooled completely, split some of the biscuits open and insert sausage or cheese, if using.
Wrap each biscuit individually with freezer paper and then store in a sealable freezer bag clearly marked with the date and the contents.
Store in the freezer for up to 3 months.
To Reheat and Serve:
Remove the number of biscuits you plan to serve. Reheat in the microwave until heated throughout, about 30 seconds.","{'calories': '41 kcal', 'carbohydrateContent': '5 g', 'proteinContent': '1 g', 'fatContent': '2 g', 'saturatedFatContent': '1 g', 'transFatContent': '1 g', 'cholesterolContent': '1 mg', 'sodiumContent': '6 mg', 'fiberContent': '1 g', 'sugarContent': '1 g', 'unsaturatedFatContent': '2 g', 'servingSize': '1 serving'}",American,12 servings,https://addapinch.com/wp-content/uploads/2016/07/make-ahead-biscuits-recipe-addapinch-1181.jpg,5.0,"Make Ahead Biscuits Recipe - Make and bake biscuits ahead of time for quick and easy mornings! In less than 30 minutes, you'll have a week's worth of breakfast ready to grab, reheat and go!",Complete
